Date,Open,High,Low,Close,Adj Close,Volume
2018-11-22,2432.000000,2454.800049,2360.000000,2381.500000,2371.881348,1604279
2018-11-26,2400.000000,2411.899902,2346.949951,2394.600098,2384.928467,1391434
2018-11-27,2395.000000,2439.899902,2375.000000,2435.449951,2425.613281,1594955
2018-11-28,2445.949951,2449.000000,2396.250000,2412.550049,2402.805908,1396260
2018-11-29,2435.000000,2517.600098,2416.850098,2506.500000,2496.376465,2861284
2018-11-30,2538.000000,2564.399902,2507.050049,2537.699951,2527.450439,2737341
2018-12-03,2548.000000,2555.550049,2490.750000,2508.649902,2498.517822,1115592
2018-12-04,2509.000000,2549.000000,2495.000000,2543.550049,2533.276855,1329587
2018-12-05,2539.899902,2539.899902,2470.300049,2494.100098,2484.026611,1327031
2018-12-06,2481.000000,2494.000000,2418.000000,2432.399902,2422.575684,1317472
2018-12-07,2443.000000,2497.750000,2414.649902,2486.350098,2476.307861,1478720
2018-12-10,2410.449951,2443.899902,2382.350098,2395.550049,2385.874512,1399894
2018-12-11,2360.000000,2446.500000,2332.100098,2426.750000,2416.948486,2189278
2018-12-12,2445.000000,2514.899902,2434.350098,2493.949951,2483.877197,1683197
2018-12-13,2510.199951,2528.949951,2475.000000,2489.100098,2479.046875,1713161
2018-12-14,2488.250000,2512.000000,2464.250000,2486.350098,2476.307861,1204379
2018-12-17,2498.600098,2509.899902,2466.250000,2474.399902,2464.406006,1019602
2018-12-18,2469.699951,2538.199951,2446.600098,2532.199951,2521.972412,1653107
2018-12-19,2550.800049,2629.100098,2550.149902,2596.899902,2586.411377,2946314
2018-12-20,2560.000000,2609.899902,2531.600098,2591.399902,2580.933350,1467028
2018-12-21,2615.000000,2623.899902,2532.699951,2591.250000,2580.784180,3042464
2018-12-24,2594.000000,2604.850098,2553.000000,2564.899902,2554.540527,1050017
2018-12-26,2560.000000,2582.949951,2503.699951,2567.399902,2557.030518,1662068
2018-12-27,2598.850098,2626.750000,2570.000000,2587.149902,2576.700439,1626301
2018-12-28,2603.000000,2643.800049,2585.949951,2634.800049,2624.158447,1901581
2018-12-31,2656.949951,2666.300049,2635.600098,2645.149902,2634.466553,1453327
2019-01-01,2645.000000,2664.000000,2612.100098,2656.850098,2646.119385,917872
2019-01-02,2635.100098,2662.000000,2601.899902,2614.050049,2603.492188,1304915
2019-01-03,2612.000000,2648.000000,2575.300049,2586.199951,2575.754395,1282478
2019-01-04,2601.000000,2611.899902,2563.649902,2576.050049,2565.645752,1051021
2019-01-07,2601.000000,2605.000000,2545.350098,2553.600098,2543.286133,1024328
2019-01-08,2560.000000,2582.000000,2525.050049,2537.050049,2526.803223,1233379
2019-01-09,2546.000000,2559.800049,2510.000000,2524.350098,2514.154297,1093992
2019-01-10,2526.000000,2542.449951,2504.699951,2514.649902,2504.493408,910839
2019-01-11,2516.000000,2530.000000,2488.000000,2514.199951,2504.045410,818218
2019-01-14,2515.949951,2552.899902,2484.149902,2544.800049,2534.521729,1021504
2019-01-15,2551.000000,2613.000000,2551.000000,2604.199951,2593.681885,1466303
2019-01-16,2598.399902,2612.149902,2562.800049,2569.850098,2559.470703,952597
2019-01-17,2574.000000,2586.550049,2527.050049,2535.899902,2525.657715,994183
2019-01-18,2545.000000,2555.000000,2525.100098,2542.899902,2532.629395,753775
2019-01-21,2548.000000,2606.000000,2526.600098,2594.199951,2583.722168,1332159
2019-01-22,2585.000000,2635.000000,2575.000000,2621.899902,2611.310303,1474713
2019-01-23,2619.000000,2653.000000,2611.000000,2634.350098,2623.710205,992504
2019-01-24,2639.000000,2653.500000,2603.100098,2635.649902,2625.004883,753856
2019-01-25,2649.000000,2661.000000,2585.000000,2599.550049,2589.050781,916927
2019-01-28,2610.000000,2610.000000,2355.000000,2458.500000,2448.570313,2364047
2019-01-29,2468.000000,2570.100098,2371.649902,2515.550049,2505.389893,6118833
2019-01-30,2580.000000,2623.699951,2546.000000,2595.500000,2585.017090,3879707
2019-01-31,2608.000000,2608.000000,2526.000000,2574.850098,2564.450439,2083418
2019-02-01,2575.000000,2687.899902,2575.000000,2628.399902,2617.783936,2117768
2019-02-04,2610.000000,2623.550049,2572.199951,2594.449951,2583.971191,942113
2019-02-05,2600.000000,2642.100098,2593.949951,2603.600098,2593.084473,1010817
2019-02-06,2619.000000,2720.000000,2612.100098,2711.250000,2700.299561,1798461
2019-02-07,2725.000000,2731.000000,2684.100098,2696.600098,2685.708740,1760580
2019-02-08,2670.000000,2737.449951,2670.000000,2707.149902,2696.215820,1510785
2019-02-11,2724.699951,2724.699951,2635.000000,2657.199951,2646.467773,1194702
2019-02-12,2668.000000,2677.149902,2616.300049,2621.800049,2611.210938,1200370
2019-02-14,2579.949951,2622.000000,2556.899902,2609.199951,2598.661621,1214126
2019-02-15,2610.000000,2610.000000,2506.000000,2561.100098,2550.756104,1640696
2019-02-18,2548.050049,2561.000000,2512.449951,2549.449951,2539.152832,1154520
2019-02-19,2551.000000,2606.949951,2545.000000,2559.800049,2549.461182,1148339
2019-02-20,2585.000000,2614.800049,2571.000000,2606.149902,2595.624023,1038127
2019-02-21,2610.000000,2660.000000,2593.050049,2654.699951,2643.977783,1139823
2019-02-22,2652.550049,2674.000000,2632.399902,2640.399902,2629.735596,825672
2019-02-25,2639.000000,2675.000000,2613.750000,2657.750000,2647.015625,1024040
2019-02-26,2637.300049,2678.000000,2600.000000,2657.750000,2647.015625,1618996
2019-02-27,2670.000000,2696.649902,2625.000000,2642.000000,2631.329102,1147839
2019-02-28,2666.600098,2667.000000,2630.000000,2649.000000,2638.300781,1136843
2019-03-01,2663.300049,2674.300049,2640.000000,2660.750000,2650.003418,707094
2019-03-05,2655.000000,2708.350098,2644.600098,2695.149902,2684.264404,847307
2019-03-06,2715.000000,2774.199951,2700.000000,2766.699951,2755.525635,1543424
2019-03-07,2774.949951,2782.300049,2725.000000,2734.800049,2723.754639,859851
2019-03-08,2724.899902,2779.000000,2716.600098,2768.300049,2757.119141,1178087
2019-03-11,2769.000000,2807.949951,2769.000000,2791.050049,2779.777100,1169075
2019-03-12,2808.800049,2816.649902,2745.500000,2753.050049,2741.930664,1385335
2019-03-13,2760.000000,2837.949951,2748.850098,2828.149902,2816.727295,1549296
2019-03-14,2832.000000,2835.000000,2787.100098,2808.100098,2796.758545,896055
2019-03-15,2818.800049,2899.000000,2815.000000,2860.750000,2849.195557,2091562
2019-03-18,2872.000000,2941.100098,2845.000000,2929.550049,2917.717773,1819986
2019-03-19,2930.000000,2962.899902,2910.050049,2920.899902,2909.102783,1480565
2019-03-20,2924.800049,2934.550049,2857.800049,2868.600098,2857.014160,1406862
2019-03-22,2868.000000,2895.500000,2816.000000,2836.649902,2825.192871,1250876
2019-03-25,2804.000000,2862.000000,2801.000000,2849.800049,2838.289795,1066757
2019-03-26,2860.000000,2942.000000,2859.000000,2934.350098,2922.498535,1570637
2019-03-27,2950.000000,3014.149902,2932.500000,2945.250000,2933.354492,2419656
2019-03-28,2940.100098,3000.000000,2940.050049,2995.850098,2983.750244,1366945
2019-04-01,3030.199951,3046.399902,2991.000000,3001.449951,2989.327393,1109000
2019-04-02,3024.800049,3077.000000,2998.350098,3055.199951,3042.860352,1136238
2019-04-03,3073.000000,3089.000000,3038.149902,3046.000000,3033.697266,1052752
2019-04-04,3060.000000,3065.000000,3017.449951,3039.449951,3027.173828,772776
2019-04-05,3048.000000,3125.000000,3046.100098,3114.199951,3101.622070,1244408
2019-04-08,3123.000000,3130.000000,3018.000000,3024.100098,3011.885986,1642189
2019-04-09,3016.550049,3049.100098,2979.449951,3008.699951,2996.548096,1733324
2019-04-10,3011.100098,3037.000000,2986.000000,2998.350098,2986.239990,994899
2019-04-11,3008.000000,3055.000000,2992.000000,3047.850098,3035.540039,1016712
2019-04-12,3052.000000,3062.000000,3001.300049,3008.800049,2996.647705,1048138
2019-04-15,3028.600098,3033.000000,3001.949951,3022.250000,3010.043457,651634
2019-04-16,3018.000000,3057.300049,3018.000000,3032.500000,3020.251953,1021478
2019-04-18,3038.699951,3046.000000,2995.000000,3014.449951,3002.274902,658826
2019-04-22,3010.000000,3010.000000,2975.000000,2991.250000,2979.168701,662157
2019-04-23,2992.000000,3058.500000,2987.050049,3035.050049,3022.791748,991968
2019-04-24,3035.000000,3099.000000,3032.000000,3093.050049,3080.557617,990580
2019-04-25,3099.800049,3114.399902,3072.649902,3081.000000,3068.556152,1240564
2019-04-26,3089.000000,3105.000000,3045.000000,3096.850098,3084.342285,613807
2019-04-30,3092.000000,3120.000000,3040.000000,3095.949951,3083.445557,900968
2019-05-02,3095.000000,3148.949951,3060.000000,3131.750000,3119.101074,895830
2019-05-03,3130.100098,3165.000000,3102.300049,3111.850098,3099.281738,730728
2019-05-06,3066.000000,3094.000000,3026.000000,3034.300049,3022.044678,966487
2019-05-07,3052.899902,3069.800049,3007.600098,3017.050049,3004.864258,970264
2019-05-08,3012.000000,3017.000000,2900.000000,2921.300049,2909.501221,1155023
2019-05-09,2900.000000,2991.800049,2885.000000,2971.350098,2959.349121,1745234
2019-05-10,2970.100098,2996.000000,2900.000000,2922.850098,2911.044922,1630089
2019-05-13,2929.899902,2957.949951,2906.000000,2931.850098,2920.008789,1356229
2019-05-14,2927.949951,2941.949951,2848.100098,2881.850098,2870.210449,1861760
2019-05-15,2921.000000,3023.250000,2870.800049,3002.750000,2990.622314,2453670
2019-05-16,3014.000000,3129.000000,3010.250000,3110.050049,3097.488770,3644672
2019-05-17,3137.000000,3316.000000,3122.050049,3301.100098,3287.767090,5848716
2019-05-20,3390.000000,3444.550049,3343.000000,3407.550049,3393.787109,2724859
2019-05-21,3418.050049,3488.000000,3375.000000,3433.300049,3419.433350,2884997
2019-05-22,3442.000000,3459.550049,3398.050049,3448.899902,3434.969971,1566812
2019-05-23,3495.000000,3518.000000,3355.649902,3377.750000,3364.107422,2406205
2019-05-24,3400.000000,3475.000000,3391.300049,3467.899902,3453.893555,1568523
2019-05-27,3480.000000,3484.949951,3440.000000,3449.000000,3435.069824,932000
2019-05-28,3468.000000,3468.149902,3386.750000,3409.800049,3396.028076,1627768
2019-05-29,3403.000000,3433.000000,3384.500000,3409.250000,3395.480469,921278
2019-05-30,3408.899902,3489.699951,3400.050049,3481.649902,3467.587646,1175111
2019-05-31,3497.449951,3531.000000,3448.699951,3467.100098,3453.096680,2172866
2019-06-03,3460.000000,3529.899902,3460.000000,3511.050049,3496.869141,1241133
2019-06-04,3514.500000,3550.000000,3509.550049,3531.149902,3516.887939,1051400
2019-06-06,3533.000000,3533.000000,3445.449951,3452.949951,3439.003662,1314916
2019-06-07,3453.149902,3519.000000,3419.949951,3509.449951,3495.275391,1285044
2019-06-10,3546.949951,3557.750000,3506.000000,3519.600098,3505.384766,983274
2019-06-11,3537.000000,3564.000000,3511.250000,3551.850098,3537.504395,903155
2019-06-12,3539.949951,3539.949951,3482.000000,3505.850098,3491.690186,1214470
2019-06-13,3505.000000,3551.000000,3500.000000,3544.500000,3530.184082,880318
2019-06-14,3553.949951,3569.800049,3501.000000,3518.399902,3504.189209,864641
2019-06-17,3529.000000,3529.800049,3456.000000,3466.500000,3452.499268,953460
2019-06-18,3474.000000,3530.000000,3469.050049,3509.300049,3495.126465,1083527
2019-06-19,3539.000000,3548.000000,3500.100098,3525.500000,3511.260986,873941
2019-06-20,3519.000000,3589.000000,3507.399902,3582.550049,3568.080566,1107005
2019-06-21,3597.100098,3599.000000,3550.000000,3565.850098,3551.447998,1058266
2019-06-24,3562.000000,3579.899902,3533.050049,3545.350098,3531.030762,543703
2019-06-25,3545.350098,3586.000000,3530.350098,3579.850098,3565.391357,827869
2019-06-26,3569.850098,3635.000000,3563.000000,3627.949951,3613.296875,978806
2019-06-27,3635.000000,3659.000000,3620.100098,3642.199951,3627.489258,1135142
2019-06-28,3652.449951,3693.250000,3629.699951,3681.100098,3666.232422,1200036
2019-07-01,3688.699951,3716.000000,3685.000000,3699.000000,3684.060059,913884
2019-07-02,3699.000000,3720.000000,3670.050049,3711.100098,3696.111328,706478
2019-07-03,3714.000000,3730.300049,3695.000000,3715.399902,3700.393799,605040
2019-07-04,3730.000000,3749.899902,3705.149902,3732.500000,3717.424805,743616
2019-07-05,3734.000000,3762.000000,3706.449951,3719.149902,3704.128662,776280
2019-07-08,3724.949951,3724.949951,3375.000000,3413.300049,3399.513916,3857132
2019-07-09,3410.000000,3625.000000,3336.399902,3603.100098,3588.547607,5196125
2019-07-10,3599.949951,3599.949951,3412.000000,3429.050049,3415.200439,2909584
2019-07-11,3460.000000,3525.649902,3366.550049,3451.050049,3443.136230,2712241
2019-07-12,3470.000000,3470.000000,3366.000000,3377.500000,3369.754883,2696678
2019-07-15,3398.500000,3440.000000,3353.600098,3412.100098,3404.275635,1618073
2019-07-16,3433.399902,3464.899902,3406.050049,3448.699951,3440.791504,1685856
2019-07-17,3440.000000,3481.750000,3440.000000,3463.300049,3455.358154,915547
2019-07-18,3460.000000,3520.000000,3444.000000,3467.649902,3459.697998,1320464
2019-07-19,3476.000000,3501.250000,3263.100098,3323.100098,3315.479736,3033909
2019-07-22,3316.000000,3316.000000,3164.649902,3246.600098,3239.155029,3692023
2019-07-23,3257.000000,3297.350098,3208.149902,3276.899902,3269.385498,2223691
2019-07-24,3274.100098,3294.000000,3135.000000,3173.550049,3166.272461,2767989
2019-07-25,3198.899902,3243.399902,2996.199951,3046.500000,3039.513916,10290577
2019-07-26,3046.500000,3278.000000,2994.000000,3264.600098,3257.113770,6945080
2019-07-29,3272.750000,3300.000000,3180.000000,3252.649902,3245.190918,3478473
2019-07-30,3260.000000,3299.000000,3231.300049,3249.949951,3242.497314,2284905
2019-07-31,3233.050049,3267.649902,3160.100098,3252.050049,3244.592529,2438130
2019-08-01,3231.000000,3261.000000,3174.000000,3222.100098,3214.711182,1892516
2019-08-02,3189.000000,3287.550049,3120.000000,3237.899902,3230.474854,3356019
2019-08-05,3199.800049,3199.800049,3143.000000,3160.050049,3152.803467,2013371
2019-08-06,3160.050049,3287.000000,3153.149902,3272.250000,3264.746094,2005139
2019-08-07,3275.000000,3325.000000,3252.300049,3265.800049,3258.311035,2398910
2019-08-08,3290.000000,3360.000000,3261.000000,3334.699951,3327.052979,1587742
2019-08-09,3359.949951,3449.600098,3340.000000,3419.699951,3411.857910,2101757
2019-08-13,3419.699951,3424.000000,3208.050049,3221.850098,3214.461914,1900694
2019-08-14,3269.949951,3329.899902,3245.000000,3289.949951,3282.405518,2770237
2019-08-16,3280.600098,3358.899902,3253.350098,3337.199951,3329.547119,1758154
2019-08-19,3364.899902,3379.000000,3311.000000,3328.050049,3320.418213,1432842
2019-08-20,3327.000000,3334.399902,3235.250000,3294.100098,3286.546143,1688717
2019-08-21,3289.899902,3321.949951,3246.199951,3261.449951,3253.970947,1552801
2019-08-22,3259.000000,3259.000000,3098.449951,3114.100098,3106.958984,2506194
2019-08-23,3118.000000,3200.000000,2998.000000,3174.350098,3167.070801,3143787
2019-08-26,3274.000000,3338.800049,3183.050049,3324.250000,3316.626953,2950017
2019-08-27,3352.000000,3398.000000,3340.100098,3357.750000,3350.050049,2225937
2019-08-28,3348.800049,3362.649902,3296.750000,3326.350098,3318.722168,1250915
2019-08-29,3323.699951,3330.000000,3276.000000,3299.300049,3291.734131,1529926
2019-08-30,3310.149902,3347.000000,3260.000000,3332.500000,3324.857910,2118953
2019-09-03,3303.000000,3315.000000,3234.199951,3258.500000,3251.027588,1199726
2019-09-04,3267.000000,3274.350098,3208.000000,3250.250000,3242.796631,1879349
2019-09-05,3286.000000,3305.000000,3242.800049,3292.699951,3285.149170,1501226
2019-09-06,3330.000000,3388.000000,3298.000000,3373.000000,3365.265137,1700894
2019-09-09,3374.000000,3450.000000,3352.149902,3437.350098,3429.467773,1802551
2019-09-11,3445.350098,3456.000000,3385.300049,3416.399902,3408.565430,1301112
2019-09-12,3402.500000,3429.000000,3370.600098,3382.350098,3374.593750,1164086
2019-09-13,3389.000000,3436.000000,3372.500000,3427.350098,3419.490723,1328363
2019-09-16,3395.000000,3449.949951,3382.300049,3418.850098,3411.010010,1179767
2019-09-17,3424.949951,3434.000000,3354.000000,3368.399902,3360.675537,1361872
2019-09-18,3407.000000,3464.500000,3388.500000,3413.850098,3406.021484,1853668
2019-09-19,3426.000000,3426.399902,3340.300049,3362.050049,3354.340332,1237692
2019-09-20,3385.300049,3750.000000,3282.649902,3702.199951,3693.710205,5648086
2019-09-23,3820.000000,4070.000000,3763.899902,4023.750000,4014.522949,4011002
2019-09-24,4025.000000,4025.000000,3927.000000,3961.750000,3952.665039,2189604
2019-09-25,3960.000000,3998.899902,3890.000000,3930.899902,3921.885742,2414729
2019-09-26,3955.000000,4015.000000,3945.100098,4000.800049,3991.625488,2388165
2019-09-27,4006.000000,4085.000000,3990.000000,4057.399902,4048.095703,2024478
2019-09-30,4065.899902,4111.750000,4031.000000,4046.050049,4036.771729,2256361
2019-10-01,4080.000000,4089.100098,3946.300049,3992.399902,3983.244629,1615506
2019-10-03,3985.000000,4004.949951,3931.850098,3959.800049,3950.719482,1245840
2019-10-04,3979.000000,4004.000000,3892.300049,3903.949951,3894.997559,1478266
2019-10-07,3880.000000,3958.250000,3819.449951,3900.899902,3891.954590,1406152
2019-10-09,3915.000000,4035.000000,3880.050049,4023.899902,4014.672363,1356600
2019-10-10,4013.649902,4015.000000,3931.000000,3948.899902,3939.844482,1102788
2019-10-11,3979.000000,4015.000000,3925.000000,3973.199951,3964.088623,1623866
2019-10-14,3988.000000,4006.300049,3853.050049,3883.300049,3874.395020,1768352
2019-10-15,3895.000000,3916.000000,3843.000000,3879.449951,3870.553711,1394894
2019-10-16,3910.000000,4032.000000,3900.000000,4016.399902,4007.189697,2381769
2019-10-17,4020.050049,4117.200195,4001.000000,4106.799805,4097.382324,2103593
2019-10-18,4100.000000,4199.000000,4080.000000,4137.649902,4128.161621,1836213
2019-10-22,4165.000000,4219.850098,4000.100098,4034.149902,4024.898926,5034755
2019-10-23,4089.949951,4110.000000,3968.000000,4038.350098,4029.089355,2442249
2019-10-24,4062.000000,4080.000000,4012.550049,4026.149902,4016.917236,1267557
2019-10-25,4037.800049,4063.850098,3900.000000,3987.250000,3978.106445,1758098
2019-10-27,null,null,null,null,null,null
2019-10-29,3990.000000,4060.000000,3962.449951,4047.250000,4037.968994,1335515
2019-10-30,4074.949951,4074.949951,3985.000000,3992.000000,3982.845703,1338554
2019-10-31,4004.199951,4050.000000,3995.000000,4027.550049,4018.314209,1251220
2019-11-01,4029.000000,4110.000000,4021.000000,4069.850098,4060.517334,1875612
2019-11-04,4087.000000,4177.500000,4076.149902,4113.000000,4103.568359,1863158
2019-11-05,4172.000000,4255.000000,4135.000000,4227.799805,4218.104980,2934652
2019-11-06,4260.000000,4280.000000,4176.649902,4188.149902,4178.545898,2076695
2019-11-07,4204.700195,4239.200195,4188.200195,4225.850098,4216.159668,1141603
2019-11-08,4220.000000,4240.000000,4148.000000,4159.450195,4149.912109,1509693
2019-11-11,4160.000000,4188.000000,4142.899902,4169.049805,4159.489258,769302
2019-11-13,4166.899902,4175.000000,4132.000000,4144.549805,4135.045410,899015
2019-11-14,4158.000000,4221.000000,4120.399902,4210.549805,4200.894531,1383629
2019-11-15,4220.200195,4247.250000,4175.549805,4187.600098,4177.997070,1193171
2019-11-18,4199.000000,4209.549805,4145.149902,4154.899902,4145.372070,927364
2019-11-19,4165.000000,4182.149902,4126.250000,4135.750000,4126.266113,829535
2019-11-20,4140.000000,4182.000000,4127.399902,4138.549805,4129.059570,813879
2019-11-21,4140.000000,4160.000000,4112.000000,4123.649902,4114.193848,702853
2019-11-22,4130.000000,4143.799805,4041.000000,4078.300049,4068.947754,1222615
2019-11-25,4100.000000,4149.149902,4062.300049,4141.700195,4132.202637,1389304
2019-11-26,4145.000000,4173.950195,4087.000000,4098.350098,4088.951904,1502727
2019-11-27,4121.000000,4124.899902,4095.000000,4118.350098,4108.906250,485064
2019-11-28,4120.000000,4139.049805,4065.000000,4102.049805,4092.643066,969708
2019-11-29,4095.000000,4135.000000,4062.350098,4074.199951,4064.857178,831983
2019-12-02,4075.000000,4077.350098,3920.100098,3950.449951,3941.390869,2065404
2019-12-03,3939.949951,3995.000000,3886.500000,3964.550049,3955.458740,1984382
2019-12-04,3958.000000,4004.100098,3935.000000,3990.850098,3981.698486,1430830
2019-12-05,3990.850098,4034.000000,3968.000000,3990.850098,3981.698486,1255304
2019-12-06,4010.000000,4027.800049,3927.399902,3951.649902,3942.588135,1171355
2019-12-09,3969.600098,3971.449951,3880.250000,3944.850098,3935.803955,1268942
2019-12-10,3950.000000,3995.000000,3945.500000,3986.850098,3977.707520,1159480
2019-12-11,4001.500000,4055.000000,3984.050049,4036.800049,4027.542969,1365981
2019-12-12,4050.000000,4065.000000,4010.050049,4057.149902,4047.846191,1087056
2019-12-13,4070.000000,4089.250000,4041.100098,4071.949951,4062.612305,861656
2019-12-16,4087.949951,4087.949951,4031.550049,4039.449951,4030.186768,826069
2019-12-17,4056.949951,4155.000000,4046.949951,4135.750000,4126.266113,1379484
2019-12-18,4140.450195,4158.850098,4101.049805,4119.350098,4109.903809,1109775
2019-12-19,4113.049805,4145.000000,4085.300049,4091.850098,4082.466797,736104
2019-12-20,4107.000000,4145.000000,4081.000000,4135.600098,4126.116699,1054234
2019-12-23,4138.600098,4184.000000,4130.000000,4160.000000,4150.460449,1137879
2019-12-24,4158.000000,4180.700195,4125.649902,4139.500000,4130.007324,751979
2019-12-26,4149.950195,4196.450195,4133.250000,4187.100098,4177.498535,1265020
2019-12-27,4198.000000,4260.000000,4192.000000,4252.649902,4242.897949,1126648
2019-12-30,4274.850098,4281.549805,4230.000000,4243.299805,4233.569336,831910
2019-12-31,4247.000000,4266.399902,4218.600098,4234.750000,4225.039063,779608
2020-01-01,4237.799805,4252.000000,4221.000000,4231.299805,4221.596680,407042
2020-01-02,4240.000000,4295.750000,4235.000000,4246.049805,4236.312988,863844
2020-01-03,4220.000000,4234.799805,4173.000000,4193.450195,4183.833984,1176850
2020-01-06,4164.000000,4204.000000,3983.800049,3996.699951,3987.534912,2866735
2020-01-07,4055.000000,4092.000000,3996.199951,4007.649902,3998.459717,2149042
2020-01-08,3950.000000,4060.350098,3950.000000,4049.949951,4040.662842,1630576
2020-01-09,4105.899902,4148.000000,4080.000000,4124.200195,4114.742676,1419388
2020-01-10,4130.100098,4185.899902,4118.000000,4144.850098,4135.345215,1106624
2020-01-13,4168.000000,4182.250000,4146.000000,4164.500000,4154.950195,645152
2020-01-14,4170.000000,4202.399902,4150.450195,4193.000000,4183.384766,703434
2020-01-15,4189.950195,4220.000000,4170.049805,4207.250000,4197.602051,616976
2020-01-16,4190.000000,4229.950195,4188.000000,4220.250000,4210.572266,578728
2020-01-17,4217.000000,4242.000000,4202.000000,4231.750000,4222.045898,671129
2020-01-20,4229.000000,4252.950195,4125.149902,4152.600098,4143.077637,848639
2020-01-21,4149.950195,4186.100098,4117.049805,4138.600098,4129.109375,897922
2020-01-22,4186.000000,4186.500000,4123.350098,4142.200195,4132.701660,797901
2020-01-23,4123.000000,4163.850098,4085.000000,4125.799805,4116.338867,1154522
2020-01-24,4120.000000,4205.649902,4111.000000,4194.500000,4184.881348,864892
2020-01-27,4174.000000,4208.000000,4154.000000,4164.350098,4154.800293,782155
2020-01-28,4150.149902,4249.000000,4150.149902,4213.000000,4203.338867,1052764
2020-01-29,4244.899902,4444.000000,4215.100098,4419.000000,4408.866699,4581413
2020-01-30,4464.000000,4485.000000,4344.850098,4364.299805,4354.291504,3577774
2020-01-31,4370.000000,4420.100098,4333.799805,4365.899902,4355.888184,1736927
2020-02-03,4250.200195,4376.899902,4250.200195,4359.350098,4349.353516,1094181
2020-02-04,4387.950195,4550.000000,4377.149902,4519.250000,4508.886719,1958323
2020-02-05,4515.000000,4539.950195,4477.649902,4528.200195,4517.816406,1285631
2020-02-06,4528.200195,4677.850098,4525.000000,4666.350098,4655.649414,1846477
2020-02-07,4663.950195,4686.899902,4626.100098,4654.299805,4643.626465,950326
2020-02-10,4660.000000,4734.000000,4640.000000,4721.750000,4710.922363,1160879
2020-02-11,4737.000000,4785.000000,4736.000000,4749.350098,4738.458984,1167429
2020-02-12,4770.000000,4782.200195,4722.000000,4768.700195,4757.764648,882964
2020-02-13,4766.000000,4800.600098,4735.000000,4795.350098,4784.353516,681039
2020-02-14,4800.000000,4815.000000,4768.000000,4781.750000,4770.784668,731118
2020-02-17,4781.750000,4798.000000,4750.049805,4776.649902,4765.696289,716484
2020-02-18,4769.399902,4771.950195,4701.600098,4758.000000,4747.088867,728611
2020-02-19,4785.000000,4887.000000,4780.100098,4878.049805,4866.863770,1172049
2020-02-20,4867.899902,4923.399902,4853.750000,4880.450195,4869.258301,1634643
2020-02-24,4840.000000,4876.000000,4751.200195,4803.950195,4792.934082,1263389
2020-02-25,4849.899902,4849.899902,4784.000000,4825.950195,4814.883301,959309
2020-02-26,4815.000000,4837.750000,4767.250000,4810.000000,4798.969727,851346
2020-02-27,4815.000000,4815.000000,4712.100098,4759.799805,4748.884766,1174870
2020-02-28,4640.000000,4640.000000,4311.750000,4465.850098,4455.609375,4941410
2020-03-02,4600.000000,4617.950195,4305.649902,4360.750000,4350.750000,2238216
2020-03-03,4400.000000,4474.950195,4320.049805,4454.100098,4454.100098,2023503
2020-03-04,4466.000000,4496.799805,4225.000000,4286.399902,4286.399902,2472991
2020-03-05,4310.000000,4367.549805,4273.149902,4330.700195,4330.700195,1833295
2020-03-06,4125.000000,4238.000000,4036.500000,4225.850098,4225.850098,3312238
2020-03-09,4070.000000,4127.500000,3945.149902,4026.800049,4026.800049,3545627
2020-03-11,4014.000000,4118.899902,3985.000000,4030.649902,4030.649902,2793683
2020-03-12,3860.000000,3869.949951,3628.100098,3734.350098,3734.350098,5272619
2020-03-13,3440.000000,4043.500000,3281.050049,3952.550049,3952.550049,4849917
2020-03-16,3833.449951,3833.449951,3600.000000,3672.250000,3672.250000,3140467
2020-03-17,3702.100098,3734.699951,3402.000000,3444.850098,3444.850098,2558548
2020-03-18,3490.000000,3530.000000,3018.899902,3061.350098,3061.350098,5443580
2020-03-19,2800.000000,3053.050049,2484.699951,2746.100098,2746.100098,8324713
2020-03-20,2799.850098,3044.000000,2621.649902,2951.899902,2951.899902,6110189
2020-03-23,2656.750000,2700.000000,2225.000000,2266.149902,2266.149902,4844235
2020-03-24,2472.000000,2568.649902,2104.649902,2474.199951,2474.199951,6257221
2020-03-25,2450.000000,2700.000000,2400.000000,2585.600098,2585.600098,6226355
2020-03-26,2637.300049,2936.500000,2565.050049,2793.699951,2793.699951,5096124
2020-03-27,2955.000000,3040.000000,2500.000000,2542.300049,2542.300049,7170609
2020-03-30,2390.050049,2414.399902,2226.000000,2242.100098,2242.100098,7698355
2020-03-31,2305.100098,2340.000000,2100.000000,2215.800049,2215.800049,11043111
2020-04-01,2180.000000,2286.899902,2132.649902,2219.350098,2219.350098,6408301
2020-04-03,2268.800049,2343.699951,2183.050049,2207.500000,2207.500000,6172672
2020-04-07,2245.000000,2286.000000,2081.500000,2253.350098,2253.350098,11161478
2020-04-08,2184.000000,2374.000000,2144.149902,2332.899902,2332.899902,9109339
2020-04-09,2391.000000,2566.149902,2367.100098,2551.850098,2551.850098,7193246
2020-04-13,2520.000000,2520.000000,2265.949951,2287.300049,2287.300049,8183199
2020-04-15,2345.000000,2368.000000,2168.399902,2182.449951,2182.449951,9333628
2020-04-16,2145.000000,2250.000000,2122.000000,2220.000000,2220.000000,7246740
2020-04-17,2355.000000,2375.899902,2235.199951,2308.149902,2308.149902,10191546
2020-04-20,2325.000000,2345.500000,2265.000000,2308.250000,2308.250000,5403177
2020-04-21,2210.000000,2210.000000,2085.000000,2099.750000,2099.750000,7383985
